time,level,latitude,longitude,co_conc,no2_conc,o3_conc,pm10_conc,pm2p5_conc
235 days 15:00:00,0.0,48.95,2.15,156.36392,5.140134,97.129654,16.358086,9.373338
235 days 15:00:00,0.0,48.95,2.25,147.81291,6.9373627,95.12891,12.234068,6.8233986
235 days 15:00:00,0.0,48.95,2.35,136.07178,7.301356,87.94514,10.337971,5.337185
235 days 15:00:00,0.0,48.95,2.45,133.73546,8.138855,86.30206,8.8408,4.594597
235 days 15:00:00,0.0,48.85,2.15,153.53522,6.6191354,105.688995,13.270721,8.369113
235 days 15:00:00,0.0,48.85,2.25,152.45497,10.575683,99.44395,12.391325,6.9444184
235 days 15:00:00,0.0,48.85,2.35,148.5114,11.878803,98.250946,12.035244,7.1330676
235 days 15:00:00,0.0,48.85,2.45,139.88211,8.687508,93.018524,10.591634,5.2134795
235 days 15:00:00,0.0,48.75,2.15,145.22267,5.1652193,102.99733,10.987378,6.4020185
235 days 15:00:00,0.0,48.75,2.25,148.9043,7.574858,106.91578,11.119439,5.8395815
235 days 15:00:00,0.0,48.75,2.35,149.39906,9.441394,99.53389,11.244679,5.849859
235 days 15:00:00,0.0,48.75,2.45,142.21042,6.448964,98.983246,11.01661,5.2198176
235 days 15:00:00,50.0,48.95,2.15,153.40865,4.00783,109.36492,16.642687,11.369182
235 days 15:00:00,50.0,48.95,2.25,142.9185,5.549537,103.61706,10.908593,6.8918495
235 days 15:00:00,50.0,48.95,2.35,135.96786,5.633154,96.22822,9.292876,5.114434
235 days 15:00:00,50.0,48.95,2.45,135.73322,6.6564703,90.77309,8.28129,4.508035
235 days 15:00:00,50.0,48.85,2.15,156.17957,5.7961664,113.845146,13.851477,9.727391
235 days 15:00:00,50.0,48.85,2.25,148.69644,8.726651,110.37088,12.603508,7.1828413
235 days 15:00:00,50.0,48.85,2.35,141.7378,10.488342,100.053566,12.294691,7.350977
235 days 15:00:00,50.0,48.85,2.45,135.11101,7.396241,94.04411,10.584358,5.2980914
235 days 15:00:00,50.0,48.75,2.15,142.76532,4.4049096,107.72341,11.123802,7.5918975
235 days 15:00:00,50.0,48.75,2.25,145.63205,5.8828883,108.4996,11.014819,7.419093
235 days 15:00:00,50.0,48.75,2.35,144.4679,7.3519993,100.94549,10.209518,6.929423
235 days 15:00:00,50.0,48.75,2.45,138.1211,4.6282225,99.84885,9.2474575,5.4231644
236 days 15:00:00,0.0,48.95,2.15,142.73444,4.40923,90.422585,14.306518,5.8273034
236 days 15:00:00,0.0,48.95,2.25,142.33044,6.577924,95.35046,15.158899,5.782244
236 days 15:00:00,0.0,48.95,2.35,143.76256,7.732524,98.40738,15.741885,5.9091578
236 days 15:00:00,0.0,48.95,2.45,142.78838,8.225471,100.14916,15.996188,5.771181
236 days 15:00:00,0.0,48.85,2.15,129.96394,5.316906,92.45735,13.097743,4.4149075
236 days 15:00:00,0.0,48.85,2.25,130.53749,7.7086926,92.97136,14.570214,4.8184247
236 days 15:00:00,0.0,48.85,2.35,140.29842,9.310497,95.753914,14.989491,5.492094
236 days 15:00:00,0.0,48.85,2.45,140.0471,8.050567,100.220856,15.306109,5.614748
236 days 15:00:00,0.0,48.75,2.15,128.93155,3.5593786,92.35316,12.887308,4.20723
236 days 15:00:00,0.0,48.75,2.25,129.8664,4.9141884,93.05877,12.960636,4.4796987
236 days 15:00:00,0.0,48.75,2.35,132.31555,6.959986,95.36896,13.800115,4.8548827
236 days 15:00:00,0.0,48.75,2.45,135.10213,6.3045034,99.25999,13.872873,5.1945615
236 days 15:00:00,50.0,48.95,2.15,137.84737,3.11174,96.22189,11.45521,5.850715
236 days 15:00:00,50.0,48.95,2.25,139.54692,4.9526887,99.06269,13.032316,5.8270683
236 days 15:00:00,50.0,48.95,2.35,140.6659,6.0163074,99.71285,14.066668,5.586592
236 days 15:00:00,50.0,48.95,2.45,142.47028,6.6414356,101.510185,13.775544,5.5169024
236 days 15:00:00,50.0,48.85,2.15,129.45444,3.4760852,96.14295,11.252435,4.0590744
236 days 15:00:00,50.0,48.85,2.25,129.2124,5.6798334,97.77054,12.551677,4.600906
236 days 15:00:00,50.0,48.85,2.35,134.0824,7.626994,99.083084,12.767569,5.4259067
236 days 15:00:00,50.0,48.85,2.45,135.72125,6.1115484,102.02034,12.334777,5.2268305
236 days 15:00:00,50.0,48.75,2.15,127.77824,2.194696,95.60324,10.984006,4.0748096
236 days 15:00:00,50.0,48.75,2.25,127.99606,3.4380322,97.68283,11.500443,4.3150797
236 days 15:00:00,50.0,48.75,2.35,130.34836,5.1149697,99.66686,11.451302,4.62461
236 days 15:00:00,50.0,48.75,2.45,134.13277,4.6050167,101.97401,11.3676,5.089454
237 days 15:00:00,0.0,48.95,2.15,141.11717,5.555507,58.23552,12.4891815,6.930348
237 days 15:00:00,0.0,48.95,2.25,147.9078,9.3510275,58.04856,12.369569,7.2499003
237 days 15:00:00,0.0,48.95,2.35,148.83366,11.365971,55.83124,12.964321,7.523395
237 days 15:00:00,0.0,48.95,2.45,145.04932,12.346732,53.537495,14.743861,7.6452107
237 days 15:00:00,0.0,48.85,2.15,128.90283,7.185741,52.76329,11.130937,5.6472926
237 days 15:00:00,0.0,48.85,2.25,135.19768,13.429812,48.684517,12.477599,5.836837
237 days 15:00:00,0.0,48.85,2.35,145.09798,17.109274,49.924984,13.418699,6.2294683
237 days 15:00:00,0.0,48.85,2.45,144.24544,14.715625,47.040066,13.401149,6.1620026
237 days 15:00:00,0.0,48.75,2.15,122.61027,6.0967274,50.537117,10.319553,4.850831
237 days 15:00:00,0.0,48.75,2.25,127.86351,8.571775,49.444855,10.928104,5.170973
237 days 15:00:00,0.0,48.75,2.35,134.96484,13.674566,45.09011,12.484606,6.0065784
237 days 15:00:00,0.0,48.75,2.45,135.2407,11.634811,44.812656,12.730553,5.7859335
237 days 15:00:00,50.0,48.95,2.15,137.27547,5.050225,63.482903,11.44977,6.8284845
237 days 15:00:00,50.0,48.95,2.25,141.8084,7.42537,60.77308,11.549672,7.425113
237 days 15:00:00,50.0,48.95,2.35,146.60165,10.13089,59.699886,12.195698,7.3685393
237 days 15:00:00,50.0,48.95,2.45,150.06973,11.211255,56.443684,12.756557,7.339208
237 days 15:00:00,50.0,48.85,2.15,124.28374,5.6869845,58.18363,8.778882,5.0835266
237 days 15:00:00,50.0,48.85,2.25,132.5407,9.569376,55.85018,9.170078,5.1549716
237 days 15:00:00,50.0,48.85,2.35,140.41374,11.292087,54.60939,11.738505,5.961203
237 days 15:00:00,50.0,48.85,2.45,140.41328,10.29062,50.509132,12.407042,6.4175277
237 days 15:00:00,50.0,48.75,2.15,119.98973,3.9706829,55.220783,9.218921,4.457723
237 days 15:00:00,50.0,48.75,2.25,122.374084,5.562128,51.646996,10.153882,5.0543447
237 days 15:00:00,50.0,48.75,2.35,131.784,9.832362,47.67071,10.997892,4.800688
237 days 15:00:00,50.0,48.75,2.45,132.72385,10.2043915,47.693577,11.278017,5.069614
238 days 15:00:00,0.0,48.95,2.15,149.35109,6.798782,45.71797,11.414301,7.923642
238 days 15:00:00,0.0,48.95,2.25,150.11575,10.4737835,45.293976,12.203316,8.00901
238 days 15:00:00,0.0,48.95,2.35,149.78879,10.76911,44.15165,10.726723,7.268042
238 days 15:00:00,0.0,48.95,2.45,144.13014,10.961912,43.53223,10.01834,6.7802973
238 days 15:00:00,0.0,48.85,2.15,147.3115,8.587904,43.770416,11.391677,7.6079373
238 days 15:00:00,0.0,48.85,2.25,168.6207,11.5543165,44.84264,12.337296,8.6849
238 days 15:00:00,0.0,48.85,2.35,167.58302,15.968908,42.911015,12.496144,8.320384
238 days 15:00:00,0.0,48.85,2.45,153.16376,14.217886,40.65162,11.118629,7.401379
238 days 15:00:00,0.0,48.75,2.15,143.6394,7.096837,45.065807,10.641827,6.241077
238 days 15:00:00,0.0,48.75,2.25,162.17484,11.097438,44.708263,12.534628,8.397379
238 days 15:00:00,0.0,48.75,2.35,170.41713,16.04075,40.052788,12.362988,8.619295
238 days 15:00:00,0.0,48.75,2.45,163.80972,15.065833,40.425167,11.166265,7.5777
238 days 15:00:00,50.0,48.95,2.15,142.35799,5.384603,51.48831,11.249994,9.113897
238 days 15:00:00,50.0,48.95,2.25,147.1658,7.953016,52.00709,10.876334,8.153762
238 days 15:00:00,50.0,48.95,2.35,142.62617,8.875137,50.579384,9.30342,7.294865
238 days 15:00:00,50.0,48.95,2.45,140.99641,8.529071,49.134766,8.748629,6.905651
238 days 15:00:00,50.0,48.85,2.15,145.26735,6.7570305,50.49318,9.744269,8.223033
238 days 15:00:00,50.0,48.85,2.25,155.52019,12.149303,47.266407,10.963703,8.901899
238 days 15:00:00,50.0,48.85,2.35,160.5181,14.531448,45.33717,10.28269,8.906483
238 days 15:00:00,50.0,48.85,2.45,147.88228,12.725019,44.80145,9.621743,7.423907
238 days 15:00:00,50.0,48.75,2.15,141.47421,7.1425176,50.17878,9.046943,7.4489675
238 days 15:00:00,50.0,48.75,2.25,154.90665,10.745752,50.240654,10.648762,8.394842
238 days 15:00:00,50.0,48.75,2.35,165.8648,14.113596,43.43249,11.503545,8.607664
238 days 15:00:00,50.0,48.75,2.45,159.89102,14.236253,42.387848,10.27658,7.5722113
239 days 15:00:00,0.0,48.95,2.15,133.0254,3.3211226,85.38968,9.904625,5.0364475
239 days 15:00:00,0.0,48.95,2.25,121.94164,4.122018,85.107834,8.67837,4.5025954
239 days 15:00:00,0.0,48.95,2.35,121.187,4.122018,84.23702,8.805131,4.425857
239 days 15:00:00,0.0,48.95,2.45,118.482124,3.7663844,82.95954,9.2322235,4.4532127
239 days 15:00:00,0.0,48.85,2.15,126.257965,3.6383197,83.81457,8.867119,4.7298985
239 days 15:00:00,0.0,48.85,2.25,119.65091,4.584006,83.89554,8.945562,4.564853
239 days 15:00:00,0.0,48.85,2.35,120.688644,4.4787354,82.603455,8.84711,4.442839
239 days 15:00:00,0.0,48.85,2.45,121.93207,3.7602487,79.4228,8.363344,4.38115
239 days 15:00:00,0.0,48.75,2.15,122.40367,2.9877288,82.68661,8.347058,4.4464345
239 days 15:00:00,0.0,48.75,2.25,124.971,3.354497,82.34883,8.403731,4.4598494
239 days 15:00:00,0.0,48.75,2.35,124.30952,4.5023465,80.29235,8.268103,4.3059316
239 days 15:00:00,0.0,48.75,2.45,121.97422,2.978243,76.92629,8.064376,4.1901274
239 days 15:00:00,50.0,48.95,2.15,131.90799,2.8005898,89.85326,9.834821,5.355961
239 days 15:00:00,50.0,48.95,2.25,122.5664,3.2570353,89.17418,8.547033,4.488097
239 days 15:00:00,50.0,48.95,2.35,122.074135,2.9148273,87.96304,8.779636,4.4046507
239 days 15:00:00,50.0,48.95,2.45,121.50456,2.6040378,87.38884,9.409575,4.4000607
239 days 15:00:00,50.0,48.85,2.15,124.50109,3.3098783,88.14045,9.149971,4.712273
239 days 15:00:00,50.0,48.85,2.25,122.93983,4.008882,87.80203,8.894915,4.6740885
239 days 15:00:00,50.0,48.85,2.35,121.53398,4.3302603,87.51259,8.780091,4.4176536
239 days 15:00:00,50.0,48.85,2.45,118.88155,2.5967617,85.90014,8.323781,4.3374124
239 days 15:00:00,50.0,48.75,2.15,123.088905,2.5833626,86.9971,8.676779,4.450932
239 days 15:00:00,50.0,48.75,2.25,124.61478,2.7541895,87.377014,8.517617,4.4606237
239 days 15:00:00,50.0,48.75,2.35,124.49467,3.126583,85.98508,8.362776,4.3857255
239 days 15:00:00,50.0,48.75,2.45,121.86009,2.1271284,84.20532,8.188039,4.2046614
240 days 15:00:00,0.0,48.95,2.15,165.87083,5.851,115.507996,13.450403,8.430007
240 days 15:00:00,0.0,48.95,2.25,160.04927,7.5133324,111.52306,12.505324,6.795936
240 days 15:00:00,0.0,48.95,2.35,158.66524,7.4218855,106.44408,11.479187,6.652144
240 days 15:00:00,0.0,48.95,2.45,153.9195,6.229634,100.813446,10.391403,6.226273
240 days 15:00:00,0.0,48.85,2.15,166.42528,6.8438373,114.93054,12.33974,7.218198
240 days 15:00:00,0.0,48.85,2.25,165.09128,7.9553823,108.382774,12.128396,6.9048696
240 days 15:00:00,0.0,48.85,2.35,162.30869,8.253814,103.791046,11.70082,7.154888
240 days 15:00:00,0.0,48.85,2.45,155.34973,5.686161,99.33492,10.217235,6.369717
240 days 15:00:00,0.0,48.75,2.15,156.03288,5.136442,107.48445,11.58125,6.3712873
240 days 15:00:00,0.0,48.75,2.25,158.00717,6.8970537,104.32487,11.111212,6.3447986
240 days 15:00:00,0.0,48.75,2.35,163.29787,7.0956717,101.046196,10.713052,6.375444
240 days 15:00:00,0.0,48.75,2.45,152.29355,4.349641,97.61012,10.122392,6.053874
240 days 15:00:00,50.0,48.95,2.15,163.96758,5.217884,119.10415,13.104795,8.659394
240 days 15:00:00,50.0,48.95,2.25,158.10281,6.3404565,113.94591,11.581136,6.9107203
240 days 15:00:00,50.0,48.95,2.35,154.94595,5.7925677,110.28512,11.159358,6.7764206
240 days 15:00:00,50.0,48.95,2.45,153.12914,4.9779234,105.8119,10.335356,6.278643
240 days 15:00:00,50.0,48.85,2.15,164.32034,5.6770616,117.784164,11.648666,7.787921
240 days 15:00:00,50.0,48.85,2.25,160.80276,6.6968646,110.92725,11.756015,7.3528843
240 days 15:00:00,50.0,48.85,2.35,157.71298,6.5402255,107.44619,11.503687,7.2333565
240 days 15:00:00,50.0,48.85,2.45,151.96976,4.296868,104.43316,9.687483,6.3505073
240 days 15:00:00,50.0,48.75,2.15,158.1118,4.662707,111.35078,10.588423,6.6806254
240 days 15:00:00,50.0,48.75,2.25,154.77011,4.8246803,108.39208,10.606215,6.588994
240 days 15:00:00,50.0,48.75,2.35,155.0266,5.5855384,105.981575,10.462031,6.6751046
240 days 15:00:00,50.0,48.75,2.45,152.30559,3.011846,102.6017,10.161244,6.221686
241 days 15:00:00,0.0,48.95,2.15,215.96896,7.708742,164.50407,32.734818,18.971605
241 days 15:00:00,0.0,48.95,2.25,203.18988,10.383716,158.02255,30.610323,15.377658
241 days 15:00:00,0.0,48.95,2.35,194.6213,11.087444,149.56339,30.054962,14.380575
241 days 15:00:00,0.0,48.95,2.45,184.53683,9.910949,143.52022,28.209484,12.357759
241 days 15:00:00,0.0,48.85,2.15,202.3025,10.005742,163.66736,32.150696,17.028568
241 days 15:00:00,0.0,48.85,2.25,193.13872,14.643266,153.93535,31.64081,15.230796
241 days 15:00:00,0.0,48.85,2.35,194.00706,15.711717,150.5724,30.034328,14.537192
241 days 15:00:00,0.0,48.85,2.45,193.03516,10.311883,136.95598,26.65189,12.117255
241 days 15:00:00,0.0,48.75,2.15,184.93747,8.069229,156.42227,27.0349,12.8090105
241 days 15:00:00,0.0,48.75,2.25,193.28856,10.576546,156.27312,27.856884,13.422223
241 days 15:00:00,0.0,48.75,2.35,199.4792,15.503648,136.53421,26.722887,13.181762
241 days 15:00:00,0.0,48.75,2.45,192.00662,8.756775,129.428,26.021496,11.464636
241 days 15:00:00,50.0,48.95,2.15,213.53728,6.191964,167.07286,30.315306,20.140781
241 days 15:00:00,50.0,48.95,2.25,199.40848,9.030397,160.81961,27.981201,15.339644
241 days 15:00:00,50.0,48.95,2.35,193.6907,9.361738,156.13283,26.49236,14.371785
241 days 15:00:00,50.0,48.95,2.45,182.53575,8.126648,151.45514,27.18565,13.080324
241 days 15:00:00,50.0,48.85,2.15,195.2426,7.819267,164.66061,29.35485,17.555231
241 days 15:00:00,50.0,48.85,2.25,183.74767,11.569202,156.30014,27.693432,16.053207
241 days 15:00:00,50.0,48.85,2.35,194.00705,11.885721,165.43213,25.940693,15.837855
241 days 15:00:00,50.0,48.85,2.45,185.40982,8.189829,153.22308,24.779383,12.191613
241 days 15:00:00,50.0,48.75,2.15,182.00803,6.3112254,165.31859,21.91976,12.927082
241 days 15:00:00,50.0,48.75,2.25,186.91565,8.800463,157.64398,22.79012,13.812162
241 days 15:00:00,50.0,48.75,2.35,193.41882,11.072536,144.63919,23.134022,13.813328
241 days 15:00:00,50.0,48.75,2.45,188.87175,7.147264,140.2874,23.216217,12.140084
242 days 15:00:00,0.0,48.95,2.15,192.42499,9.060035,117.91991,21.71393,13.760248
242 days 15:00:00,0.0,48.95,2.25,187.06442,12.144447,123.46305,22.54214,13.812174
242 days 15:00:00,0.0,48.95,2.35,180.61258,14.054329,114.25781,22.339493,12.073626
242 days 15:00:00,0.0,48.95,2.45,175.60979,12.243927,105.46875,21.073647,11.529847
242 days 15:00:00,0.0,48.85,2.15,166.5963,10.635589,115.8277,22.570276,12.463302
242 days 15:00:00,0.0,48.85,2.25,166.27951,15.670593,112.847755,22.834257,13.080919
242 days 15:00:00,0.0,48.85,2.35,181.30846,16.57138,105.09627,23.260668,13.174363
242 days 15:00:00,0.0,48.85,2.45,169.23332,12.831521,100.19611,22.397871,12.337926
242 days 15:00:00,0.0,48.75,2.15,169.83519,6.5651164,107.26178,22.324116,12.068183
242 days 15:00:00,0.0,48.75,2.25,163.6534,9.124754,107.149,22.710566,12.076539
242 days 15:00:00,0.0,48.75,2.35,168.3842,15.369526,99.78441,22.61615,12.836202
242 days 15:00:00,0.0,48.75,2.45,172.60754,10.074615,98.60185,22.6851,12.78949
242 days 15:00:00,50.0,48.95,2.15,193.54399,7.8314314,138.36424,20.935125,14.892596
242 days 15:00:00,50.0,48.95,2.25,175.90764,11.006389,133.54617,21.958876,13.975826
242 days 15:00:00,50.0,48.95,2.35,172.37636,11.516423,126.31658,21.734884,12.153198
242 days 15:00:00,50.0,48.95,2.45,171.30753,10.559979,121.69784,19.991041,11.4083185
242 days 15:00:00,50.0,48.85,2.15,169.20358,8.839606,122.61906,22.08234,14.396012
242 days 15:00:00,50.0,48.85,2.25,160.50699,12.193475,124.580765,22.058578,13.637494
242 days 15:00:00,50.0,48.85,2.35,162.67352,13.99517,114.19449,22.168003,13.824672
242 days 15:00:00,50.0,48.85,2.45,163.5534,11.413387,113.18349,22.376375,12.270101
242 days 15:00:00,50.0,48.75,2.15,165.86073,5.9069123,113.75974,21.002258,11.954741
242 days 15:00:00,50.0,48.75,2.25,164.31459,8.704653,109.94857,22.468689,12.675632
242 days 15:00:00,50.0,48.75,2.35,161.13835,12.119414,107.635796,22.440851,12.817129
242 days 15:00:00,50.0,48.75,2.45,163.83,8.20161,111.049675,22.512417,12.757643
243 days 15:00:00,0.0,48.95,2.15,159.78934,5.093245,106.84063,22.075327,13.946118
243 days 15:00:00,0.0,48.95,2.25,157.47075,8.52711,105.550186,23.474157,14.192876
243 days 15:00:00,0.0,48.95,2.35,164.13547,9.571252,106.1664,24.116062,14.108783
243 days 15:00:00,0.0,48.95,2.45,151.43744,9.092951,107.55707,23.942093,13.434101
243 days 15:00:00,0.0,48.85,2.15,138.13307,6.772947,100.43087,21.021719,12.455521
243 days 15:00:00,0.0,48.85,2.25,138.29286,10.667403,100.15128,22.191002,12.611215
243 days 15:00:00,0.0,48.85,2.35,149.51909,12.008122,101.77382,23.277636,13.116808
243 days 15:00:00,0.0,48.85,2.45,153.96452,10.642743,104.06575,22.582355,13.247861
243 days 15:00:00,0.0,48.75,2.15,140.3411,4.9616203,94.03255,21.019915,11.407434
243 days 15:00:00,0.0,48.75,2.25,138.56462,6.0769453,97.66043,21.031412,11.692149
243 days 15:00:00,0.0,48.75,2.35,141.12524,10.154221,99.143394,22.031586,11.992459
243 days 15:00:00,0.0,48.75,2.45,143.86919,8.411067,100.53579,22.4573,11.997689
243 days 15:00:00,50.0,48.95,2.15,159.58728,3.9160013,113.54229,21.596975,13.546514
243 days 15:00:00,50.0,48.95,2.25,160.22913,5.882457,113.67921,21.881163,13.601325
243 days 15:00:00,50.0,48.95,2.35,167.2268,8.3957815,112.03537,22.238737,14.530118
243 days 15:00:00,50.0,48.95,2.45,152.95338,8.108054,111.645935,21.845694,13.7371025
243 days 15:00:00,50.0,48.85,2.15,137.99448,4.6576657,101.94973,19.506557,12.439588
243 days 15:00:00,50.0,48.85,2.25,134.42383,7.6485143,107.145546,19.426495,12.3314495
243 days 15:00:00,50.0,48.85,2.35,143.8085,10.30642,106.26356,17.881035,13.060033
243 days 15:00:00,50.0,48.85,2.45,152.93433,9.262608,108.3501,16.410837,12.394326
243 days 15:00:00,50.0,48.75,2.15,141.20476,3.9990745,99.91617,15.505691,10.955576
243 days 15:00:00,50.0,48.75,2.25,140.59404,5.194296,101.66967,15.670082,11.214071
243 days 15:00:00,50.0,48.75,2.35,141.47989,8.05142,102.05122,15.014507,11.509984
243 days 15:00:00,50.0,48.75,2.45,141.60387,6.2169695,103.52031,13.7147255,11.840656
244 days 15:00:00,0.0,48.95,2.15,154.61977,4.2724595,103.15273,14.934825,9.887796
244 days 15:00:00,0.0,48.95,2.25,155.09138,5.934195,104.337746,15.04942,9.129046
244 days 15:00:00,0.0,48.95,2.35,149.64389,6.390747,105.925896,15.695887,9.833131
244 days 15:00:00,0.0,48.95,2.45,151.73103,6.627386,108.90178,15.961346,9.955355
244 days 15:00:00,0.0,48.85,2.15,148.79675,5.087338,101.476944,13.603665,8.436499
244 days 15:00:00,0.0,48.85,2.25,151.79086,6.7514825,102.80183,14.827064,9.313284
244 days 15:00:00,0.0,48.85,2.35,152.68944,8.528419,104.17999,15.722575,10.814365
244 days 15:00:00,0.0,48.85,2.45,150.39548,7.733737,106.30072,16.197231,11.286645
244 days 15:00:00,0.0,48.75,2.15,140.45035,3.814678,98.98205,12.880873,7.7783546
244 days 15:00:00,0.0,48.75,2.25,142.88652,4.985706,101.92527,13.776128,8.2852955
244 days 15:00:00,0.0,48.75,2.35,145.7871,7.5826435,103.471855,14.431362,9.131079
244 days 15:00:00,0.0,48.75,2.45,147.82791,6.908079,105.7307,15.677811,9.662761
244 days 15:00:00,50.0,48.95,2.15,152.79135,2.809632,110.937355,14.324371,9.724098
244 days 15:00:00,50.0,48.95,2.25,151.79791,3.7651308,111.492905,14.880812,9.601227
244 days 15:00:00,50.0,48.95,2.35,150.46492,4.471265,112.24952,15.667652,9.71545
244 days 15:00:00,50.0,48.95,2.45,152.08997,4.370979,113.86115,16.023563,9.860082
244 days 15:00:00,50.0,48.85,2.15,147.0083,3.4184039,106.16086,14.190988,8.426434
244 days 15:00:00,50.0,48.85,2.25,149.38586,5.1583986,109.79384,15.093548,9.143631
244 days 15:00:00,50.0,48.85,2.35,149.25967,6.325518,109.85405,15.901818,10.321295
244 days 15:00:00,50.0,48.85,2.45,149.59358,6.461918,111.14001,16.264465,10.288049
244 days 15:00:00,50.0,48.75,2.15,139.70782,2.2619848,103.151115,13.510245,7.6721
244 days 15:00:00,50.0,48.75,2.25,142.98848,3.337718,106.75,14.345602,7.9957094
244 days 15:00:00,50.0,48.75,2.35,144.82014,5.142436,111.085915,15.070995,9.077632
244 days 15:00:00,50.0,48.75,2.45,146.40062,5.2934833,112.38047,15.80726,9.256727
245 days 15:00:00,0.0,48.95,2.15,140.57935,3.2815099,66.4091,8.560668,5.8971725
245 days 15:00:00,0.0,48.95,2.25,145.65318,4.819803,67.30399,8.925801,5.953657
245 days 15:00:00,0.0,48.95,2.35,143.31505,5.3293796,67.29332,9.183928,5.979528
245 days 15:00:00,0.0,48.95,2.45,144.17747,5.6793466,67.47509,9.157722,5.866552
245 days 15:00:00,0.0,48.85,2.15,135.31587,3.5315642,65.58554,8.070478,5.403896
245 days 15:00:00,0.0,48.85,2.25,139.80331,5.3694186,65.97151,8.359755,5.6073103
245 days 15:00:00,0.0,48.85,2.35,142.25401,7.9216595,66.52982,9.144819,5.764699
245 days 15:00:00,0.0,48.85,2.45,143.4043,6.194753,68.98718,8.527727,5.44736
245 days 15:00:00,0.0,48.75,2.15,131.30785,2.8178418,66.89483,8.256982,5.0441055
245 days 15:00:00,0.0,48.75,2.25,134.57913,3.812477,68.622574,8.340542,5.033117
245 days 15:00:00,0.0,48.75,2.35,137.45853,6.0824695,67.80351,8.756948,5.2279196
245 days 15:00:00,0.0,48.75,2.45,137.76611,5.002622,68.89697,8.599407,5.2182207
245 days 15:00:00,50.0,48.95,2.15,139.2256,2.664867,70.21614,7.997309,5.9397955
245 days 15:00:00,50.0,48.95,2.25,142.35406,3.291555,71.677895,7.9421854,5.9331517
245 days 15:00:00,50.0,48.95,2.35,140.98978,3.9123952,72.23981,8.716009,6.1811314
245 days 15:00:00,50.0,48.95,2.45,142.97188,4.1791897,72.22028,8.501453,5.9922085
245 days 15:00:00,50.0,48.85,2.15,134.38895,2.787393,71.233765,7.1712747,5.129521
245 days 15:00:00,50.0,48.85,2.25,136.954,4.194715,71.076775,7.5689087,5.2555356
245 days 15:00:00,50.0,48.85,2.35,139.2424,6.233845,70.17642,8.140015,5.7157397
245 days 15:00:00,50.0,48.85,2.45,140.65909,4.8744383,71.04702,7.9509816,5.1281066
245 days 15:00:00,50.0,48.75,2.15,132.29826,1.9566264,71.44627,7.168447,4.9425807
245 days 15:00:00,50.0,48.75,2.25,133.81241,2.762094,71.848465,7.440414,4.702396
245 days 15:00:00,50.0,48.75,2.35,135.3977,4.9580975,71.7059,7.8019385,5.072329
245 days 15:00:00,50.0,48.75,2.45,135.79863,4.2293186,72.79575,7.849431,4.9478917
246 days 15:00:00,0.0,48.95,2.15,130.17314,3.1245022,81.26356,14.1486,7.4232736
246 days 15:00:00,0.0,48.95,2.25,126.5359,4.4776278,83.99509,13.917716,7.7300825
246 days 15:00:00,0.0,48.95,2.35,120.82097,5.792313,84.897064,13.834724,7.7548375
246 days 15:00:00,0.0,48.95,2.45,118.385796,5.9618735,85.49071,14.745129,7.9662914
246 days 15:00:00,0.0,48.85,2.15,118.030525,3.2033405,80.1588,12.135462,6.66208
246 days 15:00:00,0.0,48.85,2.25,128.2038,5.9807563,81.85057,12.8061,6.9296913
246 days 15:00:00,0.0,48.85,2.35,128.86584,7.864348,83.826775,13.950373,7.5679364
246 days 15:00:00,0.0,48.85,2.45,127.489105,5.8788857,87.94744,14.193463,7.994607
246 days 15:00:00,0.0,48.75,2.15,111.38235,2.4727178,78.623764,11.117694,6.0895424
246 days 15:00:00,0.0,48.75,2.25,116.32539,3.3878186,80.81906,11.573394,6.132967
246 days 15:00:00,0.0,48.75,2.35,121.78884,5.336809,81.86215,12.381792,6.202824
246 days 15:00:00,0.0,48.75,2.45,127.81754,4.5390115,85.66786,13.004299,6.6937556
246 days 15:00:00,50.0,48.95,2.15,125.90522,2.280196,85.09371,13.769192,7.9211392
246 days 15:00:00,50.0,48.95,2.25,121.10937,3.2652693,86.9529,13.728151,8.1408
246 days 15:00:00,50.0,48.95,2.35,121.8292,3.7104883,88.57451,14.018408,8.079406
246 days 15:00:00,50.0,48.95,2.45,123.17738,3.854162,90.346275,13.956221,7.727019
246 days 15:00:00,50.0,48.85,2.15,118.84748,2.5641751,84.21355,12.148572,6.746882
246 days 15:00:00,50.0,48.85,2.25,123.64788,3.9574623,85.96966,12.834104,7.07138
246 days 15:00:00,50.0,48.85,2.35,125.112564,5.399825,86.87414,13.497367,7.827383
246 days 15:00:00,50.0,48.85,2.45,124.403015,4.5514226,89.1259,13.0393505,7.6121597
246 days 15:00:00,50.0,48.75,2.15,115.23647,1.959219,83.00575,10.887956,6.0208673
246 days 15:00:00,50.0,48.75,2.25,118.2359,2.7420275,83.54389,11.172798,6.1388674
246 days 15:00:00,50.0,48.75,2.35,121.20012,4.071627,84.69197,11.696183,6.2398105
246 days 15:00:00,50.0,48.75,2.45,123.55937,3.4008286,87.51121,11.837269,6.667198
247 days 15:00:00,0.0,48.95,2.15,156.37296,4.134967,115.86185,14.991921,8.488444
247 days 15:00:00,0.0,48.95,2.25,156.92155,6.6401134,121.91332,13.758647,6.821987
247 days 15:00:00,0.0,48.95,2.35,158.95235,7.8497977,123.91433,14.361201,7.2208858
247 days 15:00:00,0.0,48.95,2.45,155.21518,7.054999,122.527504,13.938499,6.809247
