time,level,latitude,longitude,co_conc,no2_conc,o3_conc,pm10_conc,pm2p5_conc
40 days 15:00:00,50.0,48.75,2.15,383.35086,33.30082,24.57085,40.571934,33.242302
40 days 15:00:00,50.0,48.75,2.25,386.9195,35.484615,21.90925,40.432907,33.380955
40 days 15:00:00,50.0,48.75,2.35,393.6752,38.87879,21.882442,39.869007,32.776215
40 days 15:00:00,50.0,48.75,2.45,364.95566,34.169487,24.251497,39.09413,30.938622
41 days 15:00:00,0.0,48.95,2.15,209.38832,19.51534,46.020435,30.430101,23.780455
41 days 15:00:00,0.0,48.95,2.25,212.41103,21.249321,45.97314,29.84541,20.78455
41 days 15:00:00,0.0,48.95,2.35,215.08301,22.982738,46.751667,27.848387,20.269222
41 days 15:00:00,0.0,48.95,2.45,213.80687,22.041533,46.616787,27.020973,19.405182
41 days 15:00:00,0.0,48.85,2.15,221.47925,25.144686,42.848118,30.71824,23.633799
41 days 15:00:00,0.0,48.85,2.25,226.05049,34.95812,37.87733,31.180435,21.077663
41 days 15:00:00,0.0,48.85,2.35,234.11873,36.05598,38.47366,30.582214,21.280844
41 days 15:00:00,0.0,48.85,2.45,230.32137,26.485432,43.190086,28.787497,21.352146
41 days 15:00:00,0.0,48.75,2.15,232.30531,27.615557,41.596653,29.35684,22.626184
41 days 15:00:00,0.0,48.75,2.25,236.5357,32.11062,39.83891,30.945786,22.129004
41 days 15:00:00,0.0,48.75,2.35,240.59683,33.615955,37.288277,31.19203,22.87857
41 days 15:00:00,0.0,48.75,2.45,239.68063,24.121277,41.323803,29.862576,23.30599
41 days 15:00:00,50.0,48.95,2.15,202.39429,16.445995,52.030945,24.985638,17.01544
41 days 15:00:00,50.0,48.95,2.25,193.14825,21.46227,50.649437,26.237103,17.466122
41 days 15:00:00,50.0,48.95,2.35,201.29915,21.22627,48.73487,27.619535,17.790741
41 days 15:00:00,50.0,48.95,2.45,206.00044,21.388836,50.81105,23.89416,17.042553
41 days 15:00:00,50.0,48.85,2.15,206.236,22.355799,45.27887,26.862835,19.710087
41 days 15:00:00,50.0,48.85,2.25,210.57246,29.347803,43.350883,28.274372,19.567879
41 days 15:00:00,50.0,48.85,2.35,222.83444,28.66809,44.680046,28.725992,18.09231
41 days 15:00:00,50.0,48.85,2.45,216.96088,22.96602,47.729816,25.646841,17.38954
41 days 15:00:00,50.0,48.75,2.15,226.97441,27.329407,43.732147,27.502892,20.586514
41 days 15:00:00,50.0,48.75,2.25,229.4929,30.818207,42.90996,27.92521,20.014256
41 days 15:00:00,50.0,48.75,2.35,231.80502,31.653173,42.982723,26.584217,19.141382
41 days 15:00:00,50.0,48.75,2.45,231.27802,22.897026,45.403904,27.33941,18.075298
42 days 15:00:00,0.0,48.95,2.15,323.32993,32.337593,24.226664,38.189434,30.100151
42 days 15:00:00,0.0,48.95,2.25,326.83853,36.411674,16.282625,28.729239,24.04517
42 days 15:00:00,0.0,48.95,2.35,330.16727,39.256573,19.886711,22.7243,20.493181
42 days 15:00:00,0.0,48.95,2.45,317.45743,31.261148,23.174763,21.286674,17.99895
42 days 15:00:00,0.0,48.85,2.15,278.85574,25.886042,20.802856,17.02771,14.910275
42 days 15:00:00,0.0,48.85,2.25,292.4437,36.38427,21.283028,18.554665,17.463966
42 days 15:00:00,0.0,48.85,2.35,322.97748,39.28942,20.520779,20.330227,19.829094
42 days 15:00:00,0.0,48.85,2.45,295.14877,30.723076,21.840391,18.058933,16.10899
42 days 15:00:00,0.0,48.75,2.15,239.83092,19.69111,28.952604,15.213466,13.644962
42 days 15:00:00,0.0,48.75,2.25,256.441,22.90165,28.23323,15.812084,13.984886
42 days 15:00:00,0.0,48.75,2.35,273.5071,28.44632,25.663055,15.98557,15.292079
42 days 15:00:00,0.0,48.75,2.45,277.37155,23.848774,30.121405,15.669066,14.961918
42 days 15:00:00,50.0,48.95,2.15,320.88406,32.379032,24.673359,36.472897,30.202852
42 days 15:00:00,50.0,48.95,2.25,323.03708,36.59263,20.319586,29.50628,26.058392
42 days 15:00:00,50.0,48.95,2.35,321.925,40.25257,24.231266,24.561243,20.912086
42 days 15:00:00,50.0,48.95,2.45,300.40747,31.703932,25.113028,23.991331,20.460957
42 days 15:00:00,50.0,48.85,2.15,272.9966,26.829695,21.87907,16.955254,15.912261
42 days 15:00:00,50.0,48.85,2.25,283.71826,32.993774,25.209335,18.304148,17.55677
42 days 15:00:00,50.0,48.85,2.35,313.54132,41.033386,23.735939,22.08361,20.624445
42 days 15:00:00,50.0,48.85,2.45,270.36664,30.446016,23.057442,19.077559,15.361576
42 days 15:00:00,50.0,48.75,2.15,231.24428,19.772179,31.532703,16.12028,13.774672
42 days 15:00:00,50.0,48.75,2.25,247.00172,22.542435,30.348883,17.294949,14.226349
42 days 15:00:00,50.0,48.75,2.35,267.0288,27.879833,29.242027,18.364515,15.917007
42 days 15:00:00,50.0,48.75,2.45,260.35312,23.770552,31.594435,18.996784,15.304122
43 days 15:00:00,0.0,48.95,2.15,293.50082,19.364065,34.91023,28.198977,27.045237
43 days 15:00:00,0.0,48.95,2.25,325.1965,27.649662,29.978764,34.211475,31.62467
43 days 15:00:00,0.0,48.95,2.35,345.4032,33.73656,22.718275,35.640972,32.53012
43 days 15:00:00,0.0,48.95,2.45,362.1929,35.614243,20.19442,38.0174,31.87935
43 days 15:00:00,0.0,48.85,2.15,274.6984,19.624395,36.0169,24.53104,21.673336
43 days 15:00:00,0.0,48.85,2.25,307.08322,29.921083,28.96298,29.562904,25.206352
43 days 15:00:00,0.0,48.85,2.35,347.07416,36.912994,23.013905,33.687634,28.285276
43 days 15:00:00,0.0,48.85,2.45,353.6498,40.716385,21.632494,36.26855,30.19267
43 days 15:00:00,0.0,48.75,2.15,278.09534,14.961252,37.922424,21.92693,19.221209
43 days 15:00:00,0.0,48.75,2.25,291.72595,21.363348,35.758602,24.712286,21.521585
43 days 15:00:00,0.0,48.75,2.35,316.74274,31.845047,27.786882,28.055077,23.818165
43 days 15:00:00,0.0,48.75,2.45,341.12698,35.121048,26.522095,32.482697,24.863422
43 days 15:00:00,50.0,48.95,2.15,286.42667,17.416824,40.087242,24.295902,21.739885
43 days 15:00:00,50.0,48.95,2.25,318.23047,24.676317,33.45625,30.218931,26.748585
43 days 15:00:00,50.0,48.95,2.35,331.66345,29.202589,30.755997,31.034407,27.177313
43 days 15:00:00,50.0,48.95,2.45,341.52908,32.03633,24.318693,34.644985,30.321478
43 days 15:00:00,50.0,48.85,2.15,267.02875,16.7457,39.38615,22.235329,20.36841
43 days 15:00:00,50.0,48.85,2.25,297.06958,26.389963,33.47953,27.522278,23.899721
43 days 15:00:00,50.0,48.85,2.35,330.81216,33.315155,26.117048,29.121342,27.56578
43 days 15:00:00,50.0,48.85,2.45,340.37677,36.909966,23.34127,30.495531,26.707367
43 days 15:00:00,50.0,48.75,2.15,252.54811,14.23831,41.61623,20.0497,17.892147
43 days 15:00:00,50.0,48.75,2.25,265.26443,19.535427,38.131203,22.56195,21.011812
43 days 15:00:00,50.0,48.75,2.35,294.3842,28.50652,30.040735,25.010197,22.369518
43 days 15:00:00,50.0,48.75,2.45,326.8138,30.926281,28.877321,27.885906,22.743107
44 days 15:00:00,0.0,48.95,2.15,177.29352,9.61528,65.12196,8.9633665,4.4503284
44 days 15:00:00,0.0,48.95,2.25,178.57567,13.033602,64.45043,9.02004,4.100798
44 days 15:00:00,0.0,48.95,2.35,179.9912,14.009703,63.609783,8.738039,3.9814413
44 days 15:00:00,0.0,48.95,2.45,183.59256,12.738591,64.37302,8.4267645,3.8092058
44 days 15:00:00,0.0,48.85,2.15,179.42458,11.221349,63.664074,9.775829,4.400782
44 days 15:00:00,0.0,48.85,2.25,185.6769,16.675545,61.11015,11.09795,5.1902237
44 days 15:00:00,0.0,48.85,2.35,195.0007,18.192036,58.940025,11.282862,5.084076
44 days 15:00:00,0.0,48.85,2.45,183.53435,18.252396,61.80784,9.2336,4.233641
44 days 15:00:00,0.0,48.75,2.15,178.66367,10.538843,65.065384,9.379574,4.442619
44 days 15:00:00,0.0,48.75,2.25,181.96275,14.5268,61.55824,10.491886,4.827598
44 days 15:00:00,0.0,48.75,2.35,192.53903,19.635118,59.267597,11.218629,5.313268
44 days 15:00:00,0.0,48.75,2.45,190.14934,17.378727,61.191826,11.703844,5.018592
44 days 15:00:00,50.0,48.95,2.15,172.3154,7.066958,70.4149,7.7543545,4.37291
44 days 15:00:00,50.0,48.95,2.25,173.56868,10.731504,69.0306,7.9024887,4.06236
44 days 15:00:00,50.0,48.95,2.35,168.5619,11.548074,68.47905,7.57382,3.5988374
44 days 15:00:00,50.0,48.95,2.45,168.57294,10.0151205,67.64967,7.1709137,3.4133005
44 days 15:00:00,50.0,48.85,2.15,172.47774,8.484107,68.76766,7.6912584,4.1374784
44 days 15:00:00,50.0,48.85,2.25,180.01506,12.85288,65.05275,8.28766,4.9908547
44 days 15:00:00,50.0,48.85,2.35,182.72752,15.854667,63.497284,8.2907295,5.1652503
44 days 15:00:00,50.0,48.85,2.45,176.74156,13.729732,63.875633,8.3416605,4.0934606
44 days 15:00:00,50.0,48.75,2.15,168.28156,8.383239,68.31597,7.3396254,3.5729666
44 days 15:00:00,50.0,48.75,2.25,173.52457,11.261519,65.76179,8.460861,4.3224754
44 days 15:00:00,50.0,48.75,2.35,180.85907,15.395371,63.220795,9.054363,5.3005943
44 days 15:00:00,50.0,48.75,2.45,181.61577,14.243141,63.75194,8.908617,5.107043
45 days 15:00:00,0.0,48.95,2.15,369.05115,49.352654,43.481606,33.38556,28.0248
45 days 15:00:00,0.0,48.95,2.25,362.978,57.766815,35.298546,26.682272,21.638357
45 days 15:00:00,0.0,48.95,2.35,365.4465,57.283268,31.590508,27.047606,21.422565
45 days 15:00:00,0.0,48.95,2.45,343.35077,41.14827,32.716434,26.310347,19.094387
45 days 15:00:00,0.0,48.85,2.15,307.08307,40.300507,41.74283,21.275383,16.953037
45 days 15:00:00,0.0,48.85,2.25,345.3239,54.541775,32.95237,26.896374,21.562357
45 days 15:00:00,0.0,48.85,2.35,357.81662,57.039375,33.129303,26.746902,20.101006
45 days 15:00:00,0.0,48.85,2.45,317.70245,42.016396,33.85869,20.672018,17.276762
45 days 15:00:00,0.0,48.75,2.15,271.40018,24.887016,47.461617,20.363188,14.310501
45 days 15:00:00,0.0,48.75,2.25,295.0831,35.36661,43.848557,21.783762,15.484843
45 days 15:00:00,0.0,48.75,2.35,308.46848,40.604847,42.015507,23.801476,16.18008
45 days 15:00:00,0.0,48.75,2.45,307.06,34.94857,42.048126,20.441633,15.967089
45 days 15:00:00,50.0,48.95,2.15,363.4804,45.925377,41.11898,34.860447,30.81481
45 days 15:00:00,50.0,48.95,2.25,354.59567,54.77336,35.50816,25.99009,22.45251
45 days 15:00:00,50.0,48.95,2.35,345.42648,55.83777,37.987766,25.858868,20.864874
45 days 15:00:00,50.0,48.95,2.45,315.41748,44.707165,39.72673,25.145027,19.0862
45 days 15:00:00,50.0,48.85,2.15,284.61584,36.44969,40.89498,23.133453,19.63972
45 days 15:00:00,50.0,48.85,2.25,321.10864,47.744602,38.31562,27.439653,21.023197
45 days 15:00:00,50.0,48.85,2.35,324.57336,52.084248,33.092106,26.28144,20.596075
45 days 15:00:00,50.0,48.85,2.45,302.71512,39.268345,41.34563,20.145477,17.29859
45 days 15:00:00,50.0,48.75,2.15,254.87833,26.618332,50.067905,19.727793,16.215914
45 days 15:00:00,50.0,48.75,2.25,285.28342,33.73011,44.65619,21.018621,17.029379
45 days 15:00:00,50.0,48.75,2.35,294.81787,36.777813,43.672707,22.433142,16.338163
45 days 15:00:00,50.0,48.75,2.45,274.16553,34.30614,47.009964,19.305788,15.218916
46 days 15:00:00,0.0,48.95,2.15,413.5525,31.530859,4.6809425,8.291224,7.5814805
46 days 15:00:00,0.0,48.95,2.25,419.81845,34.81658,5.4086237,8.412158,6.798718
46 days 15:00:00,0.0,48.95,2.35,417.23276,34.125435,4.8601413,8.828081,7.3364353
46 days 15:00:00,0.0,48.95,2.45,403.72403,35.026005,2.6057315,8.333487,6.3366165
46 days 15:00:00,0.0,48.85,2.15,351.32486,36.40892,7.6742887,10.364033,7.083859
46 days 15:00:00,0.0,48.85,2.25,394.6996,42.97911,7.1525583,10.829794,8.418855
46 days 15:00:00,0.0,48.85,2.35,420.81458,44.68366,5.19885,10.671243,8.125649
46 days 15:00:00,0.0,48.85,2.45,398.9153,45.42187,3.889,10.286385,7.5394235
46 days 15:00:00,0.0,48.75,2.15,303.7815,30.74274,23.026375,8.432806,5.691259
46 days 15:00:00,0.0,48.75,2.25,309.42764,34.076946,20.51133,9.527838,5.8146234
46 days 15:00:00,0.0,48.75,2.35,306.0807,35.255653,16.90593,10.041731,6.3230095
46 days 15:00:00,0.0,48.75,2.45,300.6674,34.315647,15.958982,10.498809,6.0160766
46 days 15:00:00,50.0,48.95,2.15,308.79556,28.707554,15.067783,7.084793,6.3884115
46 days 15:00:00,50.0,48.95,2.25,313.92487,32.420643,13.583631,7.5311704,6.3489695
46 days 15:00:00,50.0,48.95,2.35,326.55435,32.410297,14.511869,7.0871096,5.9278946
46 days 15:00:00,50.0,48.95,2.45,325.71637,31.583055,13.006193,6.639411,5.7478433
46 days 15:00:00,50.0,48.85,2.15,292.16272,27.342138,15.284364,4.969479,4.3164334
46 days 15:00:00,50.0,48.85,2.25,342.7763,37.895008,14.473791,7.9673867,7.6303835
46 days 15:00:00,50.0,48.85,2.35,364.08624,41.27157,12.096145,7.671346,6.633172
46 days 15:00:00,50.0,48.85,2.45,354.6018,39.808674,11.328894,7.2446795,5.3919964
46 days 15:00:00,50.0,48.75,2.15,217.95909,29.293005,31.078934,5.6498804,4.273389
46 days 15:00:00,50.0,48.75,2.25,230.50034,32.945538,29.546335,5.7135453,4.457121
46 days 15:00:00,50.0,48.75,2.35,250.25206,35.381165,27.004831,6.0801992,4.748699
46 days 15:00:00,50.0,48.75,2.45,237.73537,34.293407,26.614601,7.81597,5.3316283
47 days 15:00:00,0.0,48.95,2.15,216.96077,17.3489,56.298794,18.423904,13.627958
47 days 15:00:00,0.0,48.95,2.25,225.3196,20.356314,54.511475,17.336206,13.474275
47 days 15:00:00,0.0,48.95,2.35,223.81108,22.09052,54.023987,19.086187,13.100451
47 days 15:00:00,0.0,48.95,2.45,229.6854,22.46816,53.280815,19.109152,12.81487
47 days 15:00:00,0.0,48.85,2.15,226.9743,20.454824,53.19744,18.117207,14.077249
47 days 15:00:00,0.0,48.85,2.25,241.79782,28.328773,48.472855,20.536718,16.919441
47 days 15:00:00,0.0,48.85,2.35,253.67752,37.126408,44.590054,21.511297,16.129068
47 days 15:00:00,0.0,48.85,2.45,242.28963,27.8763,47.638103,21.778292,14.177428
47 days 15:00:00,0.0,48.75,2.15,227.19633,20.760727,52.365067,18.387695,14.6421795
47 days 15:00:00,0.0,48.75,2.25,247.00183,27.450615,50.276867,21.765388,18.81193
47 days 15:00:00,0.0,48.75,2.35,260.3532,34.041588,46.78146,21.100605,16.314058
47 days 15:00:00,0.0,48.75,2.45,243.9631,29.084436,48.301445,22.612354,16.267311
47 days 15:00:00,50.0,48.95,2.15,198.61523,14.254371,60.3748,18.770254,13.790836
47 days 15:00:00,50.0,48.95,2.25,210.72186,18.399422,57.25218,17.320065,12.750999
47 days 15:00:00,50.0,48.95,2.35,216.96089,17.269182,58.507595,18.245419,13.05595
47 days 15:00:00,50.0,48.95,2.45,222.82928,17.519955,57.871773,18.521904,13.099634
47 days 15:00:00,50.0,48.85,2.15,215.60387,17.254068,57.135494,18.383661,12.626853
47 days 15:00:00,50.0,48.85,2.25,232.05315,23.048658,55.1004,21.75965,16.952866
47 days 15:00:00,50.0,48.85,2.35,243.66376,26.43465,51.590786,20.378809,15.2925825
47 days 15:00:00,50.0,48.85,2.45,231.78468,23.260159,52.74835,19.421793,14.034979
47 days 15:00:00,50.0,48.75,2.15,220.29874,15.669517,55.635838,19.378819,15.113185
47 days 15:00:00,50.0,48.75,2.25,231.92218,21.693405,53.148808,24.831951,19.906733
47 days 15:00:00,50.0,48.75,2.35,251.6045,30.159948,50.535164,21.105381,16.149553
47 days 15:00:00,50.0,48.75,2.45,242.48688,26.434282,50.6014,22.17344,16.661386
48 days 15:00:00,0.0,48.95,2.15,324.26566,38.783146,33.55417,33.7037,29.603605
48 days 15:00:00,0.0,48.95,2.25,327.4557,48.376354,27.90328,26.746675,23.223017
48 days 15:00:00,0.0,48.95,2.35,333.5417,52.547333,25.685669,30.667067,18.298075
48 days 15:00:00,0.0,48.95,2.45,323.60092,53.100048,24.879217,30.298609,17.937033
48 days 15:00:00,0.0,48.85,2.15,313.58453,42.690342,31.400742,31.617773,23.740164
48 days 15:00:00,0.0,48.85,2.25,330.24966,55.119015,27.693342,29.519114,23.780807
48 days 15:00:00,0.0,48.85,2.35,339.69238,63.136272,23.768795,32.10906,24.540207
48 days 15:00:00,0.0,48.85,2.45,345.71518,55.617893,20.387407,32.63516,23.417768
48 days 15:00:00,0.0,48.75,2.15,267.9554,28.830978,47.371937,21.163942,17.496582
48 days 15:00:00,0.0,48.75,2.25,297.8862,42.302074,35.371582,22.755102,18.325195
48 days 15:00:00,0.0,48.75,2.35,316.74548,48.30723,29.33135,24.35985,20.139397
48 days 15:00:00,0.0,48.75,2.45,316.28052,43.472023,27.231106,24.776,20.013203
48 days 15:00:00,50.0,48.95,2.15,306.039,28.446316,43.166443,32.873756,24.28056
48 days 15:00:00,50.0,48.95,2.25,290.56284,40.211205,38.34643,29.834908,24.717394
48 days 15:00:00,50.0,48.95,2.35,297.26056,45.08619,34.69359,31.730621,24.920282
48 days 15:00:00,50.0,48.95,2.45,293.75537,43.874477,33.739925,33.04757,24.329494
48 days 15:00:00,50.0,48.85,2.15,298.325,31.024115,40.01461,32.491245,25.61064
48 days 15:00:00,50.0,48.85,2.25,291.0191,44.80623,31.110214,29.746246,24.378778
48 days 15:00:00,50.0,48.85,2.35,304.78915,52.77992,27.152386,31.459066,24.486525
48 days 15:00:00,50.0,48.85,2.45,315.28403,42.51322,30.748783,33.21905,23.126446
48 days 15:00:00,50.0,48.75,2.15,259.2703,26.754946,47.364113,21.624004,19.393005
48 days 15:00:00,50.0,48.75,2.25,273.17612,38.4797,39.339066,26.840666,20.436964
48 days 15:00:00,50.0,48.75,2.35,299.46268,43.865925,34.06751,31.335106,21.67701
48 days 15:00:00,50.0,48.75,2.45,310.26764,43.01728,31.851759,31.08994,20.98752
49 days 15:00:00,0.0,48.95,2.15,333.0712,37.40207,38.967045,26.536839,21.570557
49 days 15:00:00,0.0,48.95,2.25,332.6701,44.929047,35.535294,24.196594,19.843882
49 days 15:00:00,0.0,48.95,2.35,330.02164,38.413425,36.518356,21.713617,19.079336
49 days 15:00:00,0.0,48.95,2.45,322.7807,32.559044,42.200092,21.045708,17.46261
49 days 15:00:00,0.0,48.85,2.15,309.35464,31.176456,42.348305,22.27705,18.02809
49 days 15:00:00,0.0,48.85,2.25,342.81824,41.6853,39.619225,24.898384,19.64463
49 days 15:00:00,0.0,48.85,2.35,352.51346,42.498116,37.28277,24.212965,19.692577
49 days 15:00:00,0.0,48.85,2.45,312.15213,28.143847,43.95406,20.263144,15.788032
49 days 15:00:00,0.0,48.75,2.15,269.63483,21.51785,49.35265,20.92571,15.8185
49 days 15:00:00,0.0,48.75,2.25,294.77454,26.463726,44.895943,21.682411,17.109074
49 days 15:00:00,0.0,48.75,2.35,309.52393,31.04183,43.31065,22.118967,17.568453
49 days 15:00:00,0.0,48.75,2.45,300.01196,22.2866,47.82487,20.236485,16.463928
49 days 15:00:00,50.0,48.95,2.15,307.55112,36.329033,40.956364,21.540497,20.523123
49 days 15:00:00,50.0,48.95,2.25,302.13815,35.795776,39.55938,21.584152,18.216574
49 days 15:00:00,50.0,48.95,2.35,291.68988,33.978565,42.273632,21.260033,17.10422
49 days 15:00:00,50.0,48.95,2.45,265.83395,25.213266,44.975925,19.713947,16.462458
49 days 15:00:00,50.0,48.85,2.15,250.65118,26.389961,48.945137,18.918198,15.913079
49 days 15:00:00,50.0,48.85,2.25,272.9711,31.359709,45.256355,20.52425,16.337828
49 days 15:00:00,50.0,48.85,2.35,271.02036,33.139713,43.247707,20.16591,15.861253
49 days 15:00:00,50.0,48.85,2.45,251.78453,24.111498,47.113045,18.727488,14.819668
49 days 15:00:00,50.0,48.75,2.15,236.77878,16.336576,53.44862,16.697893,14.358639
49 days 15:00:00,50.0,48.75,2.25,248.13326,22.030397,50.706985,17.17066,14.292573
49 days 15:00:00,50.0,48.75,2.35,253.74666,24.153826,50.3894,19.149265,14.406033
49 days 15:00:00,50.0,48.75,2.45,245.60452,18.824436,52.045273,18.59794,14.281389
50 days 15:00:00,0.0,48.95,2.15,211.50096,9.017157,48.836178,14.189027,10.143807
50 days 15:00:00,0.0,48.95,2.25,227.26933,13.286467,45.86868,15.28224,10.778962
50 days 15:00:00,0.0,48.95,2.35,232.91138,16.346376,45.23376,15.578507,10.11037
50 days 15:00:00,0.0,48.95,2.45,228.59583,17.663752,45.576817,13.373665,9.474547
50 days 15:00:00,0.0,48.85,2.15,205.55106,8.614762,48.95773,14.243596,10.420407
50 days 15:00:00,0.0,48.85,2.25,229.59764,13.2558,46.67076,15.668888,10.368012
50 days 15:00:00,0.0,48.85,2.35,249.59651,17.536024,44.907005,15.959017,10.232085
50 days 15:00:00,0.0,48.85,2.45,228.15381,16.575115,45.97333,14.028955,9.238619
50 days 15:00:00,0.0,48.75,2.15,200.51337,6.7610273,49.96677,13.891508,10.000889
50 days 15:00:00,0.0,48.75,2.25,207.50829,8.988309,49.78457,13.769409,9.650691
50 days 15:00:00,0.0,48.75,2.35,224.19206,12.907677,47.67427,13.665727,8.998469
50 days 15:00:00,0.0,48.75,2.45,218.89789,13.407259,48.60597,12.583882,8.715319
50 days 15:00:00,50.0,48.95,2.15,194.56891,7.145594,52.42596,14.099216,10.042826
50 days 15:00:00,50.0,48.95,2.25,212.16296,10.684744,46.72924,14.649205,10.580855
50 days 15:00:00,50.0,48.95,2.35,213.57086,13.044108,46.966335,14.612626,10.529732
50 days 15:00:00,50.0,48.95,2.45,211.26666,14.3563385,47.14533,14.208441,10.146948
50 days 15:00:00,50.0,48.85,2.15,190.49687,6.840011,56.035164,13.548404,9.479961
50 days 15:00:00,50.0,48.85,2.25,220.0692,11.156189,51.043232,14.1326685,9.917578
50 days 15:00:00,50.0,48.85,2.35,229.83138,13.66243,47.646523,14.580453,10.118157
50 days 15:00:00,50.0,48.85,2.45,204.07018,13.1456585,47.992493,13.620055,9.73148
50 days 15:00:00,50.0,48.75,2.15,187.29955,5.225239,56.35201,13.647056,9.52722
50 days 15:00:00,50.0,48.75,2.25,190.8518,7.485454,54.641335,13.45032,9.680143
50 days 15:00:00,50.0,48.75,2.35,196.55229,9.3839245,52.852627,13.224766,9.709254
50 days 15:00:00,50.0,48.75,2.45,195.65802,9.209899,51.60822,12.944471,9.401816
51 days 15:00:00,0.0,48.95,2.15,158.54832,6.9685483,74.386604,12.970408,6.320048
51 days 15:00:00,0.0,48.95,2.25,165.85371,8.980379,73.255,13.029298,6.467876
51 days 15:00:00,0.0,48.95,2.35,168.19987,10.431932,71.68305,12.965633,6.3482704
51 days 15:00:00,0.0,48.95,2.45,170.31877,11.295583,71.38251,13.009403,6.3737364
51 days 15:00:00,0.0,48.85,2.15,155.21046,6.9873066,73.67135,12.59672,6.3665667
51 days 15:00:00,0.0,48.85,2.25,155.31734,11.317468,70.27333,13.196076,6.5512652
51 days 15:00:00,0.0,48.85,2.35,165.22401,14.038378,69.289375,13.184026,6.815005
51 days 15:00:00,0.0,48.85,2.45,166.15385,13.58103,68.488594,12.940111,5.9802165
51 days 15:00:00,0.0,48.75,2.15,158.50125,6.6185064,73.67135,13.107628,6.542668
51 days 15:00:00,0.0,48.75,2.25,158.64154,7.539981,73.17364,13.018555,6.5156174
51 days 15:00:00,0.0,48.75,2.35,163.55542,10.904642,71.52558,13.08978,6.6650376
51 days 15:00:00,0.0,48.75,2.45,165.5953,9.769188,70.81032,12.802948,6.5301695
51 days 15:00:00,50.0,48.95,2.15,157.03957,4.018716,78.122406,11.929505,5.8228197
51 days 15:00:00,50.0,48.95,2.25,162.17856,7.8471203,75.1117,12.268462,6.2512984
51 days 15:00:00,50.0,48.95,2.35,163.5116,8.991264,74.96824,12.441778,6.3191695
51 days 15:00:00,50.0,48.95,2.45,165.24815,9.659801,74.67751,11.932347,6.3373594
51 days 15:00:00,50.0,48.85,2.15,153.5416,5.2326074,76.793495,12.060927,6.1186824
51 days 15:00:00,50.0,48.85,2.25,154.50754,9.619519,74.71797,12.70178,6.402843
51 days 15:00:00,50.0,48.85,2.35,161.88622,11.213835,73.43064,12.762546,6.4246707
51 days 15:00:00,50.0,48.85,2.45,165.22406,11.216876,73.41417,12.504135,6.268856
51 days 15:00:00,50.0,48.75,2.15,155.59604,3.8712785,77.87878,11.944284,6.010666
51 days 15:00:00,50.0,48.75,2.25,157.50705,6.464461,77.04353,12.359923,5.8445125
51 days 15:00:00,50.0,48.75,2.35,160.92033,7.6842284,75.01194,12.231969,5.930979
51 days 15:00:00,50.0,48.75,2.45,163.30206,8.10843,75.65889,12.334628,6.071268
52 days 15:00:00,0.0,48.95,2.15,183.45303,9.185956,59.958893,18.685398,10.330783
52 days 15:00:00,0.0,48.95,2.25,189.85428,15.250466,56.1565,19.900028,10.284825
52 days 15:00:00,0.0,48.95,2.35,198.0436,20.08534,51.555546,20.327831,10.3131895
52 days 15:00:00,0.0,48.95,2.45,199.39238,20.220884,49.92937,19.704657,10.145857
52 days 15:00:00,0.0,48.85,2.15,176.58862,9.505743,58.634293,18.073933,10.218176
52 days 15:00:00,0.0,48.85,2.25,186.05873,15.303928,55.383583,19.369282,10.2929535
52 days 15:00:00,0.0,48.85,2.35,204.02376,19.19898,52.288628,20.256664,10.257086
52 days 15:00:00,0.0,48.85,2.45,196.59398,19.594753,51.06442,19.765594,10.351403
52 days 15:00:00,0.0,48.75,2.15,171.23352,7.872646,60.075886,17.782896,10.122168
52 days 15:00:00,0.0,48.75,2.25,175.73575,10.426536,58.94547,18.422668,10.079933
52 days 15:00:00,0.0,48.75,2.35,189.83997,14.573078,55.72779,19.360415,9.893856
52 days 15:00:00,0.0,48.75,2.45,191.24081,13.751265,56.215675,19.459265,10.104753
52 days 15:00:00,50.0,48.95,2.15,174.27751,6.5305476,65.08827,17.374987,6.3455157
52 days 15:00:00,50.0,48.95,2.25,179.94241,11.577298,60.57006,18.734568,9.101938
52 days 15:00:00,50.0,48.95,2.35,186.92233,15.0829315,55.789948,18.580296,8.972791
52 days 15:00:00,50.0,48.95,2.45,190.85135,14.92593,52.928925,19.092113,7.704344
52 days 15:00:00,50.0,48.85,2.15,167.5891,7.1790886,65.08827,17.156708,6.162736
52 days 15:00:00,50.0,48.85,2.25,175.88618,10.994497,61.11126,18.468199,6.2230325
52 days 15:00:00,50.0,48.85,2.35,186.88141,14.450314,56.63856,18.349966,6.7648926
52 days 15:00:00,50.0,48.85,2.45,180.21379,14.460965,57.02456,19.048456,7.236906
52 days 15:00:00,50.0,48.75,2.15,165.06195,5.064705,66.75162,17.040293,6.2427716
52 days 15:00:00,50.0,48.75,2.25,169.82884,8.2852545,66.01886,17.494585,6.2718754
52 days 15:00:00,50.0,48.75,2.35,174.74011,10.658872,60.534035,17.694334,6.319169
52 days 15:00:00,50.0,48.75,2.45,177.26532,11.008054,60.628468,18.755316,6.695245
53 days 15:00:00,0.0,48.95,2.15,166.35764,8.462137,73.74802,23.818293,10.922658
53 days 15:00:00,0.0,48.95,2.25,175.53784,11.652702,72.02556,23.43693,10.964111
53 days 15:00:00,0.0,48.95,2.35,178.28088,13.285991,68.85611,23.84785,10.765302
